Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,Country,Reviews,Reads,Useful,Num_inc_title,Num_inc_review,r_compound,r_negative,r_positive,r_neutral,t_compound,t_negative,t_positive,t_neutral,NN_inc_title,NN_inc_review,Rel_w_title,Rel_w_review,Lems_title,Lems_review,Snow_title,Snow_review,Porter_title,Porter_review,Lanc_title,Lanc_review,Lems_title_review,Snow_title_review,Porter_title_review,Lanc_title_review,Rel_w_title_review,Key_country,Lex_preds
3,11,9,2013,14,20,14,3,37,United States,1,0,0,most of the time good but inconsistent,"I call Iran , Mobile network . Actually the quality is sometimes good , sometimes bad ! but about NUM ~ NUM % of times it's alright . I think the links has to be more consistant .",0.3595,-0.07,0.148,0.781,0.2382,-0.0,0.245,0.755,most of the time good but inconsistent,"I call iran , mobile network . actually the quality is sometimes good , sometimes bad ! but about NUM ~ NUM % of times it 's alright . I think the links has to be more consistant .",time good inconsistent,"call iran , mobile network  actually quality sometimes good , sometimes bad !NUM ~ NUM % times ' alright  think links consistant ",time good inconsistent,"call iran , mobile network actually quality sometimes good , sometimes bad ! NUM ~ NUM % time ' alright think link consistant",time good inconsist,"call iran , mobil network actual qualiti sometim good , sometim bad ! num ~ num % time ' alright think link consist",time good inconsist,"call iran , mobil network actual qualiti sometim good , sometim bad ! num ~ num % time ' alright think link consist",tim good inconsist,"cal ir , mobl network act qual sometim good , sometim bad ! num ~ num % tim ' alright think link consist","time good inconsistent call iran , mobile network actually quality sometimes good , sometimes bad ! NUM ~ NUM % time ' alright think link consistant","time good inconsist call iran , mobil network actual qualiti sometim good , sometim bad ! num ~ num % time ' alright think link consist","time good inconsist call iran , mobil network actual qualiti sometim good , sometim bad ! num ~ num % time ' alright think link consist","tim good inconsist cal ir , mobl network act qual sometim good , sometim bad ! num ~ num % tim ' alright think link consist","time good inconsistent call iran , mobile network  actually quality sometimes good , sometimes bad !NUM ~ NUM % times ' alright  think links consistant ",1,3
5,4,9,2013,17,21,38,3,36,United States,1,0,0,a easy way to stay in touch,Calling the UK from the USA could not be easier,-0.3252,-0.206,0.0,0.794,0.4404,-0.0,0.367,0.633,a easy way to stay in touch,calling the UK from the USA could not !be easier,easy way stay touch,calling UK USA could not !easier,easy way stay touch,calling UK USA could not ! easier,easi way stay touch,call uk usa could not ! easier,easi way stay touch,call UK usa could not ! easier,easy way stay touch,cal uk us could not ! easy,easy way stay touch calling UK USA could not ! easier,easi way stay touch call uk usa could not ! easier,easi way stay touch call UK usa could not ! easier,easy way stay touch cal uk us could not ! easy,easy way stay touch calling UK USA could not !easier,1,4
5,4,9,2013,16,31,28,3,36,United States,1,0,0,Excellent best system for voice over of,"I love it , clear sound . Recommended to all my friends .",0.8934,-0.0,0.701,0.299,0.836,-0.0,0.612,0.388,excellent best system for voice over of,"I love it , clear sound . recommended to all my friends .",excellent best system voice,"love , clear sound  recommended friends ",excellent best system voice,"love , clear sound recommended friend",excel best system voic,"love , clear sound recommend friend",excel best system voic,"love , clear sound recommend friend",excel best system voic,"lov , clear sound recommend friend","excellent best system voice love , clear sound recommended friend","excel best system voic love , clear sound recommend friend","excel best system voic love , clear sound recommend friend","excel best system voic lov , clear sound recommend friend","excellent best system voice love , clear sound  recommended friends ",1,5
5,4,9,2013,13,9,40,3,36,United States,1,0,0,very happy with the service .,"My experience with rebel has been very rewarding , stress-free and convenient . I spend on international calls and able to speak to a lot more people as a result of the low calling rates . I will strongly recommend  COMPANY  to everyone .",0.6801,-0.086,0.193,0.721,0.6115,-0.0,0.5,0.5,very happy with the service .,"my experience with rebel has been very rewarding , stress-free and convenient . I spend on international calls and able to speak to a lot more people as a result of the low calling rates . I will strongly recommend COMPANY to everyone .",happy service ,"experience rebel rewarding , stress-free convenient  spend international calls able speak lot people result low calling rates  strongly recommend COMPANY everyone ",happy service,"experience rebel rewarding , stress-free convenient spend international call able speak lot people result low calling rate strongly recommend COMPANY everyone",happi servic,"experi rebel reward , stress-fre conveni spend intern call abl speak lot peopl result low call rate strong recommend compani everyon",happi servic,"experi rebel reward , stress-fre conveni spend intern call abl speak lot peopl result low call rate strongli recommend compani everyon",happy serv,"expery rebel reward , stress-free conveny spend intern cal abl speak lot peopl result low cal rat strongly recommend company everyon","happy service experience rebel rewarding , stress-free convenient spend international call able speak lot people result low calling rate strongly recommend COMPANY everyone","happi servic experi rebel reward , stress-fre conveni spend intern call abl speak lot peopl result low call rate strong recommend compani everyon","happi servic experi rebel reward , stress-fre conveni spend intern call abl speak lot peopl result low call rate strongli recommend compani everyon","happy serv expery rebel reward , stress-free conveny spend intern cal abl speak lot peopl result low cal rat strongly recommend company everyon","happy service  experience rebel rewarding , stress-free convenient  spend international calls able speak lot people result low calling rates  strongly recommend COMPANY everyone ",1,4
4,4,9,2013,10,17,45,3,36,United States,1,0,0,Fair ; there is need for improvement .,"I call Nigeria most . The network is usually good , but sometimes it is bad and then I can neither connect nor receive calls . Sometimes I hear them but they donot hear me , and vice versa .",-0.5859,-0.129,0.053,0.817,0.6486,-0.0,0.57,0.43,fair ; there is need for improvement .,"I call nigeria most . the network is usually good , but sometimes it is bad and then I can neither !connect nor receive calls . sometimes I hear them but they donot hear me , and vice versa .",fair ; need improvement ,"call nigeria  network usually good , sometimes bad neither !connect nor receive calls  sometimes hear donot hear , vice versa ",fair ; need improvement,"call nigeria network usually good , sometimes bad neither ! connect nor receive call sometimes hear donot hear , vice versa",fair ; need improv,"call nigeria network usual good , sometim bad neither ! connect nor receiv call sometim hear donot hear , vice versa",fair ; need improv,"call nigeria network usual good , sometim bad neither ! connect nor receiv call sometim hear donot hear , vice versa",fair ; nee improv,"cal niger network us good , sometim bad neith ! connect nor receiv cal sometim hear donot hear , vic vers","fair ; need improvement call nigeria network usually good , sometimes bad neither ! connect nor receive call sometimes hear donot hear , vice versa","fair ; need improv call nigeria network usual good , sometim bad neither ! connect nor receiv call sometim hear donot hear , vice versa","fair ; need improv call nigeria network usual good , sometim bad neither ! connect nor receiv call sometim hear donot hear , vice versa","fair ; nee improv cal niger network us good , sometim bad neith ! connect nor receiv cal sometim hear donot hear , vic vers","fair ; need improvement  call nigeria  network usually good , sometimes bad neither !connect nor receive calls  sometimes hear donot hear , vice versa ",1,2
5,4,9,2013,9,26,34,3,36,Israel,1,0,0,excellent service nd clearcalls ..,An excellent application for VOIP Calls .. I recommend for everyone around the world,0.7351,-0.0,0.36,0.64,0.5719,-0.0,0.481,0.519,excellent service nd clearcalls ..,an excellent application for VOIP calls .. I recommend for everyone around the world,excellent service nd clearcalls ,excellent application VOIP calls  recommend everyone around world,excellent service nd clearcalls,excellent application VOIP call recommend everyone around world,excel servic nd clearcal,excel applic voip call recommend everyon around world,excel servic nd clearcal,excel applic voip call recommend everyon around world,excel serv nd clearcal,excel apply voip cal recommend everyon around world,excellent service nd clearcalls excellent application VOIP call recommend everyone around world,excel servic nd clearcal excel applic voip call recommend everyon around world,excel servic nd clearcal excel applic voip call recommend everyon around world,excel serv nd clearcal excel apply voip cal recommend everyon around world,excellent service nd clearcalls  excellent application VOIP calls  recommend everyone around world,21,5
4,4,9,2013,8,59,14,3,36,United Kingdom,4,1,0,Good service and value for money but,"When calling Algeria mobiles with my mobile the reception isn't as high quality as it could be . The calls are still NUM % + coherent , but when I've made my calls under the same conditions with a different company the quality was even higher , but it did also cost twice as much per minute . In the end ,  COMPANY  is still much better value for money .",0.7876,-0.0,0.104,0.896,0.3919,-0.0,0.422,0.578,good service and value for money but,"when calling algeria mobiles with my mobile the reception is n't !as high quality as it could be . the calls are still NUM % + coherent , but when I 've made my calls under the same conditions with a different company the quality was even higher , but it did also cost twice as much per minute . in the end , COMPANY is still much better value for money .",good service value money,"calling algeria mobiles mobile reception n't !high quality could  calls still NUM %  coherent , ' made calls conditions different company quality even higher , also cost twice much per minute  end , COMPANY still much better value money ",good service value money,"calling algeria mobile mobile reception n't ! high quality could call still NUM % coherent , ' made call condition different company quality even higher , also cost twice much per minute end , COMPANY still much better value money",good servic valu money,"call algeria mobil mobil recept n't ! high qualiti could call still num % coher , ' made call condit differ compani qualiti even higher , also cost twice much per minut end , compani still much better valu money",good servic valu money,"call algeria mobil mobil recept n't ! high qualiti could call still num % coher , ' made call condit differ compani qualiti even higher , also cost twice much per minut end , compani still much better valu money",good serv valu money,"cal alger mobl mobl receiv n't ! high qual could cal stil num % coh , ' mad cal condit diff company qual ev high , also cost twic much per minut end , company stil much bet valu money","good service value money calling algeria mobile mobile reception n't ! high quality could call still NUM % coherent , ' made call condition different company quality even higher , also cost twice much per minute end , COMPANY still much better value money","good servic valu money call algeria mobil mobil recept n't ! high qualiti could call still num % coher , ' made call condit differ compani qualiti even higher , also cost twice much per minut end , compani still much better valu money","good servic valu money call algeria mobil mobil recept n't ! high qualiti could call still num % coher , ' made call condit differ compani qualiti even higher , also cost twice much per minut end , compani still much better valu money","good serv valu money cal alger mobl mobl receiv n't ! high qual could cal stil num % coh , ' mad cal condit diff company qual ev high , also cost twic much per minut end , company stil much bet valu money","good service value money calling algeria mobiles mobile reception n't !high quality could  calls still NUM %  coherent , ' made calls conditions different company quality even higher , also cost twice much per minute  end , COMPANY still much better value money ",0,5
4,4,9,2013,7,53,6,3,36,Australia,1,0,0,having good service,happy with the service,0.5719,-0.0,0.552,0.448,0.4404,-0.0,0.592,0.408,having good service,happy with the service,good service,happy service,good service,happy service,good servic,happi servic,good servic,happi servic,good serv,happy serv,good service happy service,good servic happi servic,good servic happi servic,good serv happy serv,good service happy service,6,5
4,4,9,2013,7,20,20,3,36,United States,1,0,0,Good,Easiest way to call overseas,0.4215,-0.0,0.412,0.588,0.4404,-0.0,1.0,0.0,good,easiest way to call overseas,good,easiest way call overseas,good,easiest way call overseas,good,easiest way call oversea,good,easiest way call oversea,good,easiest way cal oversea,good easiest way call overseas,good easiest way call oversea,good easiest way call oversea,good easiest way cal oversea,good easiest way call overseas,1,5
4,28,8,2013,9,26,7,3,35,United States,1,0,0,I love your prices,I have difficulty when I am updating my account or indeed checking how my account stands . In one case my pin was rejected and subsequently accepted - strange or what ! ! All things considered I am happy with the service .,-0.3147,-0.184,0.132,0.684,0.6369,-0.0,0.677,0.323,I love your prices,I have difficulty when I am updating my account or indeed checking how my account stands . in one case my pin was rejected and subsequently accepted - strange or what ! ! all things considered I am happy with the service .,love prices,difficulty updating account indeed checking account stands  one case pin rejected subsequently accepted - strange !!things considered happy service ,love price,difficulty updating account indeed checking account stand one case pin rejected subsequently accepted - strange ! ! thing considered happy service,love price,difficulti updat account inde check account stand one case pin reject subsequ accept - strang ! ! thing consid happi servic,love price,difficulti updat account inde check account stand one case pin reject subsequ accept - strang ! ! thing consid happi servic,lov pric,difficul upd account indee check account stand on cas pin reject subsequ acceiv - strange ! ! thing consid happy serv,love price difficulty updating account indeed checking account stand one case pin rejected subsequently accepted - strange ! ! thing considered happy service,love price difficulti updat account inde check account stand one case pin reject subsequ accept - strang ! ! thing consid happi servic,love price difficulti updat account inde check account stand one case pin reject subsequ accept - strang ! ! thing consid happi servic,lov pric difficul upd account indee check account stand on cas pin reject subsequ acceiv - strange ! ! thing consid happy serv,love prices difficulty updating account indeed checking account stands  one case pin rejected subsequently accepted - strange !!things considered happy service ,1,5
5,24,8,2013,14,28,4,6,34,United Kingdom,2,0,0,one of the best company out there for mauritius calls,I found that  COMPANY  is the cheapest for Mauritius .,0.0,-0.0,0.0,1.0,0.6369,-0.0,0.318,0.682,one of the best company out there for mauritius calls,I found that COMPANY is the cheapest for mauritius .,one best company mauritius calls,found COMPANY cheapest mauritius ,one best company mauritius call,found COMPANY cheapest mauritius,one best compani mauritius call,found compani cheapest mauritius,one best compani mauritiu call,found compani cheapest mauritiu,on best company mauriti cal,found company cheapest mauriti,one best company mauritius call found COMPANY cheapest mauritius,one best compani mauritius call found compani cheapest mauritius,one best compani mauritiu call found compani cheapest mauritiu,on best company mauriti cal found company cheapest mauriti,one best company mauritius calls found COMPANY cheapest mauritius ,0,3
5,21,8,2013,17,32,45,3,34,United States,1,0,0,fantastic,"i find the service exceptionally useful , efficient and cost effective . With  COMPANY  , I am able to reach out to friends and family across the globe . it is simply fantastic .",0.9448,-0.0,0.45,0.55,0.5574,-0.0,1.0,0.0,fantastic,"i find the service exceptionally useful , efficient and cost effective . with COMPANY , I am able to reach out to friends and family across the globe . it is simply fantastic .",fantastic,"find service exceptionally useful , efficient cost effective  COMPANY , able reach friends family across globe  simply fantastic ",fantastic,"find service exceptionally useful , efficient cost effective COMPANY , able reach friend family across globe simply fantastic",fantast,"find servic except use , effici cost effect compani , abl reach friend famili across globe simpli fantast",fantast,"find servic except use , effici cost effect compani , abl reach friend famili across globe simpli fantast",fantast,"find serv exceiv us , efficy cost effect company , abl reach friend famy across glob simply fantast","fantastic find service exceptionally useful , efficient cost effective COMPANY , able reach friend family across globe simply fantastic","fantast find servic except use , effici cost effect compani , abl reach friend famili across globe simpli fantast","fantast find servic except use , effici cost effect compani , abl reach friend famili across globe simpli fantast","fantast find serv exceiv us , efficy cost effect company , abl reach friend famy across glob simply fantast","fantastic find service exceptionally useful , efficient cost effective  COMPANY , able reach friends family across globe  simply fantastic ",1,5
5,20,8,2013,18,58,7,2,34,Italy,1,0,0,the best one for international calls,I used until now the international cards phone but  COMPANY  is the best solution . Thanks,0.9274,-0.0,0.534,0.466,0.6369,-0.0,0.457,0.543,the best one for international calls,I used until now the international cards phone but COMPANY is the best solution . thanks,best one international calls,used international cards phone COMPANY best solution  thanks,best one international call,used international card phone COMPANY best solution thanks,best one intern call,use intern card phone compani best solut thank,best one intern call,use intern card phone compani best solut thank,best on intern cal,us intern card phon company best solv thank,best one international call used international card phone COMPANY best solution thanks,best one intern call use intern card phone compani best solut thank,best one intern call use intern card phone compani best solut thank,best on intern cal us intern card phon company best solv thank,best one international calls used international cards phone COMPANY best solution  thanks,13,5
5,20,8,2013,13,14,55,2,34,Australia,1,0,0,that a great system,"Started using recently and so far it looks excellent , good quality and reasonable price . Keep doing the great work !",0.8999,-0.0,0.407,0.593,0.6249,-0.0,0.672,0.328,that a great system,"started using recently and so far it looks excellent , good quality and reasonable price . keep doing the great work !",great system,"started using recently far looks excellent , good quality reasonable price  keep great work !",great system,"started using recently far look excellent , good quality reasonable price keep great work !",great system,"start use recent far look excel , good qualiti reason price keep great work !",great system,"start use recent far look excel , good qualiti reason price keep great work !",gre system,"start us rec far look excel , good qual reason pric keep gre work !","great system started using recently far look excellent , good quality reasonable price keep great work !","great system start use recent far look excel , good qualiti reason price keep great work !","great system start use recent far look excel , good qualiti reason price keep great work !","gre system start us rec far look excel , good qual reason pric keep gre work !","great system started using recently far looks excellent , good quality reasonable price  keep great work !",6,5
3,20,8,2013,12,28,4,2,34,United States,1,0,0,Cheap but with some disadvantages," COMPANY  is apparently an over the Internet phone service . It is cheaper than most phone card schemes , and reduces the number of digits one must dial from NUM to NUM . However , the sound quality is not always as good as it should be , and calls are often just dropped for no apparent reason , followed by redialing that does not reconnect the call . T reconnect , I must hang up and redial again . All the  COMPANY  calls I have made have been to a cellphone in the Dominican Republic . Sound quality is also occasionally terrible when using calling cards to the same country from the US .",-0.728,-0.071,0.012,0.917,-0.5499,-0.47,0.0,0.53,cheap but with some disadvantages,"COMPANY is apparently an over the internet phone service . it is cheaper than most phone card schemes , and reduces the number of digits one must dial from NUM to NUM . however , the sound quality is not !always as good as it should be , and calls are often just dropped for no !apparent reason , followed by redialing that does not !reconnect the call . T reconnect , I must hang up and redial again . all the COMPANY calls I have made have been to a cellphone in the dominican republic . sound quality is also occasionally terrible when using calling cards to the same country from the US .",cheap disadvantages,"COMPANY apparently internet phone service  cheaper phone card schemes , reduces number digits one must dial NUM NUM  however , sound quality not !always good , calls often dropped no !apparent reason , followed redialing not !reconnect call  reconnect , must hang redial  COMPANY calls made cellphone dominican republic  sound quality also occasionally terrible using calling cards country US ",cheap disadvantage,"COMPANY apparently internet phone service cheaper phone card scheme , reduces number digit one must dial NUM NUM however , sound quality not ! always good , call often dropped no ! apparent reason , followed redialing not ! reconnect call reconnect , must hang redial COMPANY call made cellphone dominican republic sound quality also occasionally terrible using calling card country US",cheap disadvantag,"compani appar internet phone servic cheaper phone card scheme , reduc number digit one must dial num num howev , sound qualiti not ! alway good , call often drop no ! appar reason , follow redial not ! reconnect call reconnect , must hang redial compani call made cellphon dominican republ sound qualiti also occasion terribl use call card countri us",cheap disadvantag,"compani appar internet phone servic cheaper phone card scheme , reduc number digit one must dial num num howev , sound qualiti not ! alway good , call often drop no ! appar reason , follow redial not ! reconnect call reconnect , must hang redial compani call made cellphon dominican republ sound qualiti also occasion terribl use call card countri US",cheap disadv,"company app internet phon serv cheap phon card schemes , reduc numb digit on must dial num num howev , sound qual not ! alway good , cal oft drop no ! app reason , follow red not ! reconnect cal reconnect , must hang red company cal mad cellphon domin republ sound qual also occas terr us cal card country us","cheap disadvantage COMPANY apparently internet phone service cheaper phone card scheme , reduces number digit one must dial NUM NUM however , sound quality not ! always good , call often dropped no ! apparent reason , followed redialing not ! reconnect call reconnect , must hang redial COMPANY call made cellphone dominican republic sound quality also occasionally terrible using calling card country US","cheap disadvantag compani appar internet phone servic cheaper phone card scheme , reduc number digit one must dial num num howev , sound qualiti not ! alway good , call often drop no ! appar reason , follow redial not ! reconnect call reconnect , must hang redial compani call made cellphon dominican republ sound qualiti also occasion terribl use call card countri us","cheap disadvantag compani appar internet phone servic cheaper phone card scheme , reduc number digit one must dial num num howev , sound qualiti not ! alway good , call often drop no ! appar reason , follow redial not ! reconnect call reconnect , must hang redial compani call made cellphon dominican republ sound qualiti also occasion terribl use call card countri US","cheap disadv company app internet phon serv cheap phon card schemes , reduc numb digit on must dial num num howev , sound qual not ! alway good , cal oft drop no ! app reason , follow red not ! reconnect cal reconnect , must hang red company cal mad cellphon domin republ sound qual also occas terr us cal card country us","cheap disadvantages COMPANY apparently internet phone service  cheaper phone card schemes , reduces number digits one must dial NUM NUM  however , sound quality not !always good , calls often dropped no !apparent reason , followed redialing not !reconnect call  reconnect , must hang redial  COMPANY calls made cellphone dominican republic  sound quality also occasionally terrible using calling cards country US ",1,1
4,20,8,2013,7,26,6,2,34,Kingdom,3,20,1,Good prices and connection but did not understand and do not see in the statement how my bonus NUM minutes got used .,"Good prices and connection , but did not understand and do not see in the statement how my bonus NUM minutes got used .",0.7717,-0.0,0.251,0.749,0.7717,-0.0,0.251,0.749,good prices and connection but did not !understand and do not !see in the statement how my bonus NUM minutes got used .,"good prices and connection , but did not !understand and do not !see in the statement how my bonus NUM minutes got used .",good prices connection not !understand not !see statement bonus NUM minutes got used ,"good prices connection , not !understand not !see statement bonus NUM minutes got used ",good price connection not ! understand not ! see statement bonus NUM minute got used,"good price connection , not ! understand not ! see statement bonus NUM minute got used",good price connect not ! understand not ! see statement bonus num minut got use,"good price connect , not ! understand not ! see statement bonus num minut got use",good price connect not ! understand not ! see statement bonu num minut got use,"good price connect , not ! understand not ! see statement bonu num minut got use",good pric connect not ! understand not ! see stat bon num minut got us,"good pric connect , not ! understand not ! see stat bon num minut got us","good price connection not ! understand not ! see statement bonus NUM minute got used good price connection , not ! understand not ! see statement bonus NUM minute got used","good price connect not ! understand not ! see statement bonus num minut got use good price connect , not ! understand not ! see statement bonus num minut got use","good price connect not ! understand not ! see statement bonu num minut got use good price connect , not ! understand not ! see statement bonu num minut got use","good pric connect not ! understand not ! see stat bon num minut got us good pric connect , not ! understand not ! see stat bon num minut got us","good prices connection not !understand not !see statement bonus NUM minutes got used  good prices connection , not !understand not !see statement bonus NUM minutes got used ",7,5
5,30,7,2013,8,19,25,2,31,United States,1,0,0,Cheap and reliable,"It provides a cheaper and easier access to make international phone call than S * ype , switched to  COMPANY  since then",0.4215,-0.0,0.141,0.859,0.0,-0.0,0.0,1.0,cheap and reliable,"it provides a cheaper and easier access to make international phone call than S * ype , switched to COMPANY since then",cheap reliable,"provides cheaper easier access make international phone call * ype , switched COMPANY since",cheap reliable,"provides cheaper easier access make international phone call * ype , switched COMPANY since",cheap reliabl,"provid cheaper easier access make intern phone call * ype , switch compani sinc",cheap reliabl,"provid cheaper easier access make intern phone call * ype , switch compani sinc",cheap rely,"provid cheap easy access mak intern phon cal * yp , switch company sint","cheap reliable provides cheaper easier access make international phone call * ype , switched COMPANY since","cheap reliabl provid cheaper easier access make intern phone call * ype , switch compani sinc","cheap reliabl provid cheaper easier access make intern phone call * ype , switch compani sinc","cheap rely provid cheap easy access mak intern phon cal * yp , switch company sint","cheap reliable provides cheaper easier access make international phone call * ype , switched COMPANY since",1,3
5,30,7,2013,7,52,47,2,31,United States,1,0,0,grate,I use it to call my family and friends in Iran . Its grate . Thank you,0.6808,-0.0,0.318,0.682,0.0,-0.0,0.0,1.0,grate,I use it to call my family and friends in iran . its grate . thank you,grate,use call family friends iran  grate  thank,grate,use call family friend iran grate thank,grate,use call famili friend iran grate thank,grate,use call famili friend iran grate thank,grat,us cal famy friend ir grat thank,grate use call family friend iran grate thank,grate use call famili friend iran grate thank,grate use call famili friend iran grate thank,grat us cal famy friend ir grat thank,grate use call family friends iran  grate  thank,1,5
1,24,7,2013,17,22,36,3,30,United States,1,0,0,Unstable performance very bad customer service security concerns,"I've lived in South & North America for some time ; have had a chance to use  COMPANY  for NUM month or so . First , let me talk about their SMS service . It sucks ! I'm not sure how the system selects on what phone number to assign an SMS icon , most of the time the icon does not appear next to the contact that was added , and an e-mail to the customer service has to be sent , and their reply which will take days to say "" we have received your e-mail "" and then another days to say , it has been fixed . Which I don't have time to wait for , all these in days ? ? Even when you sent an SMS , it gets delayed almost NUM % of the time , and  COMPANY  always blames the NUM d world countries or the developing countries Telecommunication service , which I have hard time to believe when I can send an sms to NUM different people leaving in the same city / region and radius , only NUM will get the sms in minutes , while the others gets it in hours or even days later . Are you kidding me  COMPANY  ? ? ?",-0.7914,-0.061,0.025,0.914,-0.5984,-0.46,0.175,0.365,unstable performance very bad customer service security concerns,"I 've lived in south & north america for some time ; have had a chance to use COMPANY for NUM month or so . first , let me talk about their SMS service . it sucks ! I 'm not !sure how the system selects on what phone number to assign an SMS icon , most of the time the icon does not !appear next to the contact that was added , and an e-mail to the customer service has to be sent , and their reply which will take days to say `` we have received your e-mail `` and then another days to say , it has been fixed . which I do n't !have time to wait for , all these in days ? ? even when you sent an SMS , it gets delayed almost NUM % of the time , and COMPANY always blames the NUM d world countries or the developing countries telecommunication service , which I have hard time to believe when I can send an sms to NUM different people leaving in the same city / region and radius , only NUM will get the sms in minutes , while the others gets it in hours or even days later . are you kidding me COMPANY ? ? ?",unstable performance bad customer service security concerns,"' lived south & north america time ; chance use COMPANY NUM month  first , let talk SMS service  sucks !' not !sure system selects phone number assign SMS icon , time icon not !appear next contact added , e-mail customer service sent , reply take days say   received e-mail   another days say , fixed  n't !time wait , days   even sent SMS , gets delayed almost NUM % time , COMPANY always blames NUM world countries developing countries telecommunication service , hard time believe send sms NUM different people leaving city / region radius , NUM get sms minutes , others gets hours even days later  kidding COMPANY   ",unstable performance bad customer service security concern,"' lived south & north america time ; chance use COMPANY NUM month first , let talk SMS service suck ! ' not ! sure system selects phone number assign SMS icon , time icon not ! appear next contact added , e-mail customer service sent , reply take day say received e-mail another day say , fixed n't ! time wait , day even sent SMS , get delayed almost NUM % time , COMPANY always blame NUM world country developing country telecommunication service , hard time believe send sm NUM different people leaving city / region radius , NUM get sm minute , others get hour even day later kidding COMPANY",unstabl perform bad custom servic secur concern,"' live south & north america time ; chanc use compani num month first , let talk sms servic suck ! ' not ! sure system select phone number assign sms icon , time icon not ! appear next contact ad , e-mail custom servic sent , repli take day say receiv e-mail anoth day say , fix n't ! time wait , day even sent sms , get delay almost num % time , compani alway blame num world countri develop countri telecommun servic , hard time believ send sms num differ peopl leav citi / region radius , num get sms minut , other get hour even day later kid compani",unstabl perform bad custom servic secur concern,"' live south & north america time ; chanc use compani num month first , let talk sm servic suck ! ' not ! sure system select phone number assign sm icon , time icon not ! appear next contact ad , e-mail custom servic sent , repli take day say receiv e-mail anoth day say , fix n't ! time wait , day even sent sm , get delay almost num % time , compani alway blame num world countri develop countri telecommun servic , hard time believ send sm num differ peopl leav citi / region radiu , num get sm minut , other get hour even day later kid compani",unst perform bad custom serv sec concern,"' liv sou & nor americ tim ; chant us company num mon first , let talk sms serv suck ! ' not ! sur system select phon numb assign sms icon , tim icon not ! appear next contact ad , e-mail custom serv sent , reply tak day say receiv e-mail anoth day say , fix n't ! tim wait , day ev sent sms , get delay almost num % tim , company alway blam num world country develop country telecommun serv , hard tim believ send sms num diff peopl leav city / reg radi , num get sms minut , oth get hour ev day lat kid company","unstable performance bad customer service security concern ' lived south & north america time ; chance use COMPANY NUM month first , let talk SMS service suck ! ' not ! sure system selects phone number assign SMS icon , time icon not ! appear next contact added , e-mail customer service sent , reply take day say received e-mail another day say , fixed n't ! time wait , day even sent SMS , get delayed almost NUM % time , COMPANY always blame NUM world country developing country telecommunication service , hard time believe send sm NUM different people leaving city / region radius , NUM get sm minute , others get hour even day later kidding COMPANY","unstabl perform bad custom servic secur concern ' live south & north america time ; chanc use compani num month first , let talk sms servic suck ! ' not ! sure system select phone number assign sms icon , time icon not ! appear next contact ad , e-mail custom servic sent , repli take day say receiv e-mail anoth day say , fix n't ! time wait , day even sent sms , get delay almost num % time , compani alway blame num world countri develop countri telecommun servic , hard time believ send sms num differ peopl leav citi / region radius , num get sms minut , other get hour even day later kid compani","unstabl perform bad custom servic secur concern ' live south & north america time ; chanc use compani num month first , let talk sm servic suck ! ' not ! sure system select phone number assign sm icon , time icon not ! appear next contact ad , e-mail custom servic sent , repli take day say receiv e-mail anoth day say , fix n't ! time wait , day even sent sm , get delay almost num % time , compani alway blame num world countri develop countri telecommun servic , hard time believ send sm num differ peopl leav citi / region radiu , num get sm minut , other get hour even day later kid compani","unst perform bad custom serv sec concern ' liv sou & nor americ tim ; chant us company num mon first , let talk sms serv suck ! ' not ! sur system select phon numb assign sms icon , tim icon not ! appear next contact ad , e-mail custom serv sent , reply tak day say receiv e-mail anoth day say , fix n't ! tim wait , day ev sent sms , get delay almost num % tim , company alway blam num world country develop country telecommun serv , hard tim believ send sms num diff peopl leav city / reg radi , num get sms minut , oth get hour ev day lat kid company","unstable performance bad customer service security concerns ' lived south & north america time ; chance use COMPANY NUM month  first , let talk SMS service  sucks !' not !sure system selects phone number assign SMS icon , time icon not !appear next contact added , e-mail customer service sent , reply take days say   received e-mail   another days say , fixed  n't !time wait , days   even sent SMS , gets delayed almost NUM % time , COMPANY always blames NUM world countries developing countries telecommunication service , hard time believe send sms NUM different people leaving city / region radius , NUM get sms minutes , others gets hours even days later  kidding COMPANY   ",1,2
